ID,Start time,Completion time,Email,Name,Last modified time,"Provide adequate teaching resources for classes with large enrollments, challenging time schedules or difficult schedules",Upgrade technology and training so that hybrid teaching is possible and of high quality,Provide faculty with mentoring opportunities in competency-based training on undergraduate and graduate-level teaching,Create three-year teaching schedules,Replace student evaluations of teaching with more evidence based methods for ensuring quality teaching,Allow course release for national level service participation (e.g. Chair of a professional society),Provide incentives and training for mentoring PhD students,Create transparent and realistic faculty workload models that distribute workloads equitably across faculty in the department,Any other action not mentioned (type in your answer):,Actions in Teaching,What is your top priority item?,What is your second priority item?,What is your third priority item?,Column8,Column2,Change faculty dispute resolution practices to be more humane and problem solving,"Require leadership training and develop competencies of Chancellors, Deans, Chairs, and administrators related to problem solving, conflict resolution, and academic freedom",Establish salary structures that insure that salaries of faculty are higher than staff and postdoctoral fellows,Decrease the pay gap between tenure track and teaching track faculty,Ensure transparent merit procedures and allocation of available funds,Ensure salary raises for those who have had outstanding performance each year,Deal with salary compression of senior faculty who have served the UW for a long time,Request the UW administration of Seattle-Bothell-Tacoma to come up with a shared vision for the future of the University of Washington's three campuses,"Create an officer or office for faculty wellbeing in Academic Personnel, so there is a person or group responsible for these actions",Any other action not mentioned (type in your answer):2,Action Items Government,What is your top priority item?2,What is your second priority item?2,What is your third priority item?2,What is your third priority item?23,What is your third priority item?22,Create climate for acceptable academic discourse,Provide leadership skills for faculty at all ranks,Provide easy access to mental health services for faculty,Create safety programs for faculty working in all UW environments (labs and classrooms),Co-locate faculty in departments who do similar work (teaching and research topics),"Upgrade office spaces and departments that are clean, colorful, and welcoming",Consider implementing family tuition reimbursement program so our children can get a free or reduced cost of UW education,Create an academic landscape one can understand - this could be done with an organizational chart for each school/department,Any other action not mentioned (type in your answer):3,Action Items Worklife,What is your top priority item?3,What is your second priority item?3,What is your third priority item?3,Column3,Column4,"Foster a supportive research environment around grant writing, publication, and statistical assistance that is free to faculty",Provide access to indirect cost recovery funds to the PI,Assist with creating more research platforms with industry,Co-create funding methods with research faculty,Create research/scientist research series for elevating research methods for all,Update lab equipment for research and teaching,"Create a database of available research staff, so that talent developed at UW can be kept and shared across departmental units and colleges",Any other action not mentioned (type in your answer):4,Actions in Research ,What is your top priority item?4,What is your second priority item?4,What is your third priority item?4,"Below, please write in any other action(s) you would like to see the UW take to address the issues mentioned above:",Column9,What is your main campus location?,Column5,What is your school or college?,Column10,Column6,What is your academic rank?,Column7,What is your sex/gender?,"If you are willing to participate in a qualitative interview related to this survey, please place your UW NetID in the box below. In doing so, your survey responses will no longer be anonymous."
220,4/15/24 17:03:28,4/15/24 17:10:34,anonymous,,,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,3,4,1 - Highest ,,,Replace student evaluations,Mentoring for teaching,Teaching resources,,,2,2,2,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,,,Decrease pay gap,Salary structure,Transparent merit process,,,2,2,2,2,2,2,2,1 - Highest,,,Create organizational charts,Access to mental health,Leadership training,,,2,2,1 - Highest,2,2,2,1 - Highest,,,Database of research staff,Create research methods series,Access to indirect costs,,,Tacoma,,UWT - Milgard School of Business,,,Associate Professor,,Female,
223,4/15/24 17:07:59,4/15/24 17:14:40,anonymous,,,4,5 - Lowest,3,5 - Lowest,5 - Lowest,5 - Lowest,2,2,,,Training for mentoring graduate students,Realistic faculty workloads,,,,5 - Lowest,3,5 - Lowest,2,2,1 - Highest,5 - Lowest,5 - Lowest,4,,,Decrease pay gap,Salary raises,Transparent merit process,,,3,2,2,5 - Lowest,5 - Lowest,4,5 - Lowest,3,,,Access to mental health,Leadership training,Create organizational charts,,,1 - Highest,4,2,1 - Highest,5 - Lowest,2,5 - Lowest,,,Free grant support resources,Co-create funding methods,Update lab equipment,,,Seattle,,UWS - College of Engineering,,,Assistant Research Professor,,Male,
224,4/15/24 17:08:35,4/15/24 17:14:46,anonymous,,,2,2,2,5 - Lowest,2,3,2,4,,,Replace student evaluations,Training for mentoring graduate students,Upgrade technology,,,2,2,2,4,2,2,2,2,4,,,Salary raises,Shared vision of leadership,Change dispute resolution,,,2,2,3,3,3,3,,3,,,Climate for discourse,Leadership training,Safety programs,,,1 - Highest,2,3,2,2,3,3,,,Free grant support resources,More research platforms,Create research methods series,,,Seattle,,UWS - School of Nursing,,,Professor,,Female,
225,4/15/24 17:12:38,4/15/24 17:15:59,anonymous,,,,2,,,1 - Highest ,5 - Lowest,5 - Lowest,3,,,Replace student evaluations,Upgrade technology,,,,,,,,,,,,,,,,,,,,1 - Highest,,,,,5 - Lowest,5 - Lowest,,,,,,,,,,,,,,,,,,,,,,,Seattle,,UWS - School of Medicine,,,Professor,,,
226,4/15/24 17:11:22,4/15/24 17:16:11,anonymous,,,1 - Highest ,1 - Highest ,4,3,2,3,5 - Lowest,2,,,Teaching resources,Upgrade technology,Replace student evaluations,,,3,3,1 - Highest,1 - Highest,1 - Highest,2,2,5 - Lowest,3,,,Transparent merit process,Salary structure,Decrease pay gap,,,3,4,4,3,1 - Highest,2,2,4,,,Co-locate faculty,Upgrade office spaces,Family tuition rates,,,3,1 - Highest,3,3,2,1 - Highest,1 - Highest,,,Access to indirect costs,Update lab equipment,Database of research staff,,,Seattle,,UWS - College of Engineering,,,Assistant Professor,,Female,
231,4/15/24 17:10:05,4/15/24 17:21:52,anonymous,,,2,3,2,4,3,3,2,2,,,Realistic faculty workloads,Teaching resources,Replace student evaluations,,,2,1 - Highest,1 - Highest,2,1 - Highest,1 - Highest,1 - Highest,3,2,,,Salary compression,Salary raises,Transparent merit process,,,3,1 - Highest,2,3,2,2,2,3,,,Family tuition rates,,,,,1 - Highest,1 - Highest,3,3,2,,3,,,Access to indirect costs,Free grant support resources,Create research methods series,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
232,4/15/24 17:17:04,4/15/24 17:22:35,anonymous,,,1 - Highest ,3,4,4,4,3,1 - Highest ,1 - Highest ,,,Training for mentoring graduate students,Teaching resources,Realistic faculty workloads,,,3,3,1 - Highest,1 - Highest,1 - Highest,1 - Highest,,4,4,,,Decrease pay gap,Salary raises,Salary compression,,,3,1 - Highest,2,4,5 - Lowest,1 - Highest,3,5 - Lowest,,,Upgrade office spaces,Leadership training,Co-locate faculty,,,1 - Highest,3,4,4,4,1 - Highest,1 - Highest,,,Free grant support resources,More research platforms,Update lab equipment,,,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Female,
235,4/15/24 17:15:54,4/15/24 17:24:32,anonymous,,,1 - Highest ,2,2,5 - Lowest,2,3,2,3,,,Teaching resources,Training for mentoring graduate students,Replace student evaluations,,,2,2,3,2,3,2,3,5 - Lowest,5 - Lowest,,,Change dispute resolution,Salary raises,Decrease pay gap,,,1 - Highest,2,2,2,3,2,5 - Lowest,4,,,Climate for discourse,Safety programs,Upgrade office spaces,,,3,2,2,4,4,1 - Highest,2,,,Update lab equipment,Access to indirect costs,More research platforms,,,Seattle,,UWS - College of Engineering,,,Professor,,Male,
236,4/15/24 17:14:28,4/15/24 17:25:51,anonymous,,,3,1 - Highest ,3,2,3,5 - Lowest,1 - Highest ,2,,,Training for mentoring graduate students,Upgrade technology,Realistic faculty workloads,,,4,3,3,3,1 - Highest,1 - Highest,2,5 - Lowest,2,,,Transparent merit process,Salary raises,Salary compression,,,3,2,2,2,3,3,2,1 - Highest,,,Create organizational charts,Leadership training,Access to mental health,,,1 - Highest,1 - Highest,3,3,2,3,1 - Highest,,,Access to indirect costs,Free grant support resources,Database of research staff,,,Seattle,,UWS - College of Education,,,Professor,,Female,
237,4/15/24 16:49:32,4/15/24 17:26:06,anonymous,,,1 - Highest ,3,1 - Highest ,3,1 - Highest ,2,3,1 - Highest ,,,Replace student evaluations,Realistic faculty workloads,Teaching resources,,,2,3,1 - Highest,3,1 - Highest,1 - Highest,3,2,2,,,Salary structure,Transparent merit process,Salary raises,,,3,2,1 - Highest,2,3,1 - Highest,1 - Highest,3,,,Family tuition rates,Access to mental health,Upgrade office spaces,,,1 - Highest,1 - Highest,3,2,3,3,2,,,Access to indirect costs,Free grant support resources,Co-create funding methods,,,Bothell,,UWB - School of Educational Studies,,,Assistant Professor,,Female,
243,4/15/24 17:27:04,4/15/24 17:31:52,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In recent years, the main source of my stress is wokeness going amok. I consider myself a socialist but diversity statements are a totalitarian form of enforcement of ideology. I know what I am talking about because I grew up in a communist country. Please eliminate diversity statements from the hiring process to de-escalate the tension at UW.",,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Something else,
244,4/15/24 17:22:29,4/15/24 17:32:17,anonymous,,,1 - Highest ,5 - Lowest,3,3,3,3,2,1 - Highest ,,,Realistic faculty workloads,Teaching resources,Three-year teaching schedule,,,4,5 - Lowest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,4,5 - Lowest,,,Salary structure,Decrease pay gap,Transparent merit process,,,2,4,4,2,2,3,1 - Highest,4,,,Family tuition rates,Climate for discourse,Co-locate faculty,,,2,1 - Highest,3,2,3,3,1 - Highest,,,Access to indirect costs,Free grant support resources,Database of research staff,,,Seattle,,UWS - School of Medicine,,,Assistant Professor of Clinical Practice,,Female,
246,4/15/24 17:31:16,4/15/24 17:37:15,anonymous,,,2,5 - Lowest,3,5 - Lowest,3,5 - Lowest,1 - Highest ,3,,,Training for mentoring graduate students,Teaching resources,Respect for all levels of instructors,,,3,1 - Highest,2,1 - Highest,1 - Highest,3,1 - Highest,2,3,,,Leadership training ,Salary compression,Decrease pay gap,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,3,1 - Highest,5 - Lowest,,,Climate for discourse,Leadership training,Family tuition rates,,,2,3,4,3,3,3,3,,,Free grant support resources,Co-create funding methods,Access to indirect costs,,,Seattle,,UWS - College of Arts & Sciences,,,Lecturer,,Prefer not to share,
247,4/15/24 17:31:02,4/15/24 17:37:38,anonymous,,,2,4,3,5 - Lowest,3,3,1 - Highest ,2,N/A,,Teaching resources,Training for mentoring graduate students,Course release,,,3,2,4,2,2,1 - Highest,2,4,3,N/A,,Transparent merit process,Salary compression,Leadership training ,,,1 - Highest,2,3,3,4,4,4,2,N/A,,Climate for discourse,Leadership training,Create organizational charts,,,1 - Highest,2,4,4,3,3,3,N/A,,Free grant support resources,Access to indirect costs,Update lab equipment,N/A,,Seattle,,UWS - School of Law,,,Professor,,Male,No thank you
251,4/15/24 17:43:48,4/15/24 17:48:23,anonymous,,,1 - Highest ,1 - Highest ,2,1 - Highest ,1 - Highest ,3,2,1 - Highest ,,,Teaching resources,Three-year teaching schedule,Replace student evaluations,,,1 - Highest,1 - Highest,3,1 - Highest,2,2,1 - Highest,1 - Highest,1 - Highest,,,Salary compression,Create officer for faculty wellbeing,Decrease pay gap,,,1 - Highest,1 - Highest,1 - Highest,2,1 - Highest,2,2,1 - Highest,,,Climate for discourse,Leadership training,Access to mental health,,,1 - Highest,3,3,3,3,3,3,,,Free grant support resources,More research platforms,Co-create funding methods,,,Tacoma,,UWT - School of Interdisciplinary Arts & Sciences,,,Teaching Professor,,Prefer not to share,
255,4/15/24 17:49:03,4/15/24 17:55:11,anonymous,,,2,5 - Lowest,3,3,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,,,Realistic faculty workloads,Course release,Training for mentoring graduate students,,,3,1 - Highest,1 - Highest,2,1 - Highest,2,2,1 - Highest,1 - Highest,,,Shared vision of leadership,Leadership training ,Transparent merit process,,,1 - Highest,2,1 - Highest,1 - Highest,3,3,5 - Lowest,4,,,Access to mental health,Climate for discourse,Leadership training,,,1 - Highest,1 - Highest,3,3,3,1 - Highest,4,,,Access to indirect costs,Free grant support resources,Update lab equipment,,,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Female,
256,4/15/24 17:04:11,4/15/24 17:55:18,anonymous,,,1 - Highest ,3,3,4,3,5 - Lowest,2,1 - Highest ,,,Realistic faculty workloads,Teaching resources,Training for mentoring graduate students,,,3,2,2,3,1 - Highest,2,3,5 - Lowest,3,,,Transparent merit process,Leadership training ,Salary raises,,,2,1 - Highest,3,4,5 - Lowest,2,4,3,,,Leadership training,Upgrade office spaces,Climate for discourse,,,2,1 - Highest,4,3,5 - Lowest,2,4,,,Access to indirect costs,Update lab equipment,Free grant support resources,,,Seattle,,UWS - College of Engineering,,,Associate Professor,,Female,
258,4/15/24 17:52:57,4/15/24 17:59:29,anonymous,,,5 - Lowest,1 - Highest ,3,5 - Lowest,1 - Highest ,3,1 - Highest ,1 - Highest ,,,Realistic faculty workloads,Replace student evaluations,Course release,,,3,3,4,3,1 - Highest,1 - Highest,1 - Highest,4,2,,,Salary compression,Salary raises,Transparent merit process,,,2,3,1 - Highest,3,4,4,1 - Highest,4,,,Family tuition rates,Access to mental health,Climate for discourse,,,1 - Highest,1 - Highest,2,2,2,3,2,,,Access to indirect costs,Free grant support resources,Co-create funding methods,,,Seattle,,UWS - School of Public Health,,,Associate Professor,,Male,
264,4/15/24 17:53:53,4/15/24 18:07:35,anonymous,,,2,3,2,3,1 - Highest ,4,1 - Highest ,2,,,Training for mentoring graduate students,Replace student evaluations,Realistic faculty workloads,,,4,1 - Highest,3,4,1 - Highest,1 - Highest,1 - Highest,4,4,,,Salary compression,Leadership training ,Transparent merit process,,,2,1 - Highest,1 - Highest,4,4,2,5 - Lowest,5 - Lowest,,,Leadership training,Access to mental health,Upgrade office spaces,,,1 - Highest,2,4,2,5 - Lowest,2,3,,,Free grant support resources,Co-create funding methods,Access to indirect costs,,,Seattle,,UWS - College of the Environment,,,Professor,,Female,
265,4/15/24 18:04:12,4/15/24 18:13:28,anonymous,,,1 - Highest ,3,5 - Lowest,5 - Lowest,5 - Lowest,5 - Lowest,2,5 - Lowest,,,Teaching resources,Training for mentoring graduate students,Upgrade technology,,,4,4,2,5 - Lowest,4,1 - Highest,3,5 - Lowest,5 - Lowest,,,Salary raises,Salary structure,Salary compression,,,2,3,4,4,5 - Lowest,1 - Highest,1 - Highest,4,,,Family tuition rates,Upgrade office spaces,Climate for discourse,,,3,3,5 - Lowest,5 - Lowest,5 - Lowest,5 - Lowest,4,,,Access to indirect costs,Free grant support resources,,,,Seattle,,UWS - College of Arts & Sciences,,,Associate Professor,,Prefer not to share,farbod
267,4/15/24 18:12:41,4/15/24 18:17:32,anonymous,,,1 - Highest ,1 - Highest ,2,3,2,1 - Highest ,1 - Highest ,1 - Highest ,,,Realistic faculty workloads,Mentoring for teaching,Replace student evaluations,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,2,2,1 - Highest,,,Salary raises,Salary compression,Create officer for faculty wellbeing,,,1 - Highest,2,1 - Highest,2,2,1 - Highest,1 - Highest,2,,,Leadership training,Access to mental health,Family tuition rates,,,1 - Highest,1 - Highest,2,2,1 - Highest,1 - Highest,1 - Highest,,,Free grant support resources,Database of research staff,Co-create funding methods,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
269,4/15/24 18:12:51,4/15/24 18:18:46,anonymous,,,2,2,3,,,,,,,,,,,,,1 - Highest,2,2,2,3,3,3,2,1 - Highest,,,Create officer for faculty wellbeing,Leadership training ,Decrease pay gap,,,3,2,1 - Highest,2,2,3,2,1 - Highest,,,Access to mental health,Create organizational charts,Co-locate faculty,,,1 - Highest,2,4,3,3,5 - Lowest,1 - Highest,,,Free grant support resources,Co-create funding methods,Database of research staff,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,godfreye
270,4/15/24 18:08:14,4/15/24 18:22:40,anonymous,,,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,1 - Highest ,,,,,,,,1 - Highest,1 - Highest,1 - Highest,3,1 - Highest,1 - Highest,1 - Highest,2,1 - Highest,,,,,,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,,,,,,,,1 - Highest,1 - Highest,2,1 - Highest,1 - Highest,1 - Highest,1 - Highest,,,,,,,,Seattle,,UWS - School of Medicine,,,Assistant Professor,,Female,
272,4/15/24 18:13:49,4/15/24 18:26:07,anonymous,,,1 - Highest ,1 - Highest ,1 - Highest ,5 - Lowest,1 - Highest ,3,2,3,,,Replace student evaluations,Course release,Teaching resources,,,3,2,1 - Highest,3,3,2,2,4,2,,,Salary structure,Leadership training ,Shared vision of leadership,,,1 - Highest,1 - Highest,1 - Highest,3,1 - Highest,3,1 - Highest,4,,,Co-locate faculty,Family tuition rates,Leadership training,,,1 - Highest,1 - Highest,4,3,3,3,2,,,Free grant support resources,Access to indirect costs,Database of research staff,,,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Female,
273,4/15/24 18:22:47,4/15/24 18:28:28,anonymous,,,2,2,4,3,1 - Highest ,3,3,2,,,Replace student evaluations,,,,,1 - Highest,1 - Highest,2,4,2,3,1 - Highest,2,3,,,Salary compression,Change dispute resolution,Leadership training ,,,1 - Highest,2,4,3,1 - Highest,2,1 - Highest,2,,,Family tuition rates,Climate for discourse,Co-locate faculty,,,1 - Highest,1 - Highest,3,3,4,2,1 - Highest,,,Access to indirect costs,Free grant support resources,Database of research staff,,,Seattle,,UWS - School of Medicine,,,Associate Professor,,Male,
275,4/15/24 18:12:32,4/15/24 18:32:45,anonymous,,,4,1 - Highest ,5 - Lowest,5 - Lowest,5 - Lowest,1 - Highest ,5 - Lowest,5 - Lowest,,,Upgrade technology,Course release,,,,,,2,4,3,1 - Highest,1 - Highest,5 - Lowest,5 - Lowest,,,Salary compression,Salary raises,Decrease pay gap,,,2,5 - Lowest,5 - Lowest,5 - Lowest,2,5 - Lowest,1 - Highest,5 - Lowest,,,Family tuition rates,Co-locate faculty,Climate for discourse,,,5 - Lowest,1 - Highest,5 - Lowest,5 - Lowest,5 - Lowest,5 - Lowest,3,,,Access to indirect costs,Database of research staff,,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
276,4/15/24 18:21:37,4/15/24 18:33:48,anonymous,,,3,2,4,4,4,4,2,2,,,,,,,,3,3,1 - Highest,4,1 - Highest,1 - Highest,1 - Highest,4,3,,,Salary compression,Salary raises,Transparent merit process,,,2,2,2,4,4,2,2,3,,,,,,,,3,3,3,3,3,3,3,,,,,,,,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Male,
278,4/15/24 18:35:45,4/15/24 18:41:51,anonymous,,,4,3,2,3,1 - Highest ,5 - Lowest,5 - Lowest,1 - Highest ,,,Realistic faculty workloads,Replace student evaluations,Mentoring for teaching,,,3,3,3,4,2,1 - Highest,1 - Highest,1 - Highest,3,,,Shared vision of leadership,Change dispute resolution,Salary compression,,,1 - Highest,2,3,4,4,5 - Lowest,3,2,,,Climate for discourse,Leadership training,Create organizational charts,,,2,3,4,3,4,4,1 - Highest,,,Database of research staff,,,,,Tacoma,,,,,Professor,,,
279,4/15/24 18:38:05,4/15/24 18:42:06,anonymous,,,,,,,,,,,,,,,,,,,,,,1 - Highest,1 - Highest,1 - Highest,,,,,Salary raises,Transparent merit process,Salary compression,,,,,2,,,,1 - Highest,,,,Family tuition rates,Access to mental health,,,,,,,,,,,,,,,,,,Seattle,,UWS - School of Medicine,,,Assistant Professor of Clinical Practice,,Male,
283,4/15/24 18:48:56,4/15/24 18:55:14,anonymous,,,2,3,3,4,3,2,2,2,,,Realistic faculty workloads,Mentoring for teaching,Teaching resources,,,2,4,1 - Highest,2,1 - Highest,2,1 - Highest,4,3,,,Salary compression,Salary structure,Transparent merit process,,,3,3,3,4,4,2,3,3,,,Upgrade office spaces,,,,,1 - Highest,2,3,2,1 - Highest,3,2,,,Free grant support resources,Create research methods series,Access to indirect costs,,,Seattle,,UWS - School of Medicine,,,Professor,,Male,
287,4/15/24 18:56:57,4/15/24 19:05:10,anonymous,,,2,4,3,2,3,2,3,1 - Highest ,,,Realistic faculty workloads,Three-year teaching schedule,Teaching resources,,,1 - Highest,2,1 - Highest,2,1 - Highest,3,3,5 - Lowest,4,,,Salary raises,Transparent merit process,Change dispute resolution,,,1 - Highest,4,4,4,4,3,4,4,,,Climate for discourse,Upgrade office spaces,Create organizational charts,,,3,1 - Highest,2,4,4,4,4,,,Access to indirect costs,Access to indirect costs,More research platforms,,,Seattle,,UWS - Information School,,,Associate Professor,,Male,
288,4/15/24 18:53:07,4/15/24 19:09:34,anonymous,,,3,4,1 - Highest ,3,1 - Highest ,1 - Highest ,2,1 - Highest ,,,Replace student evaluations,Course release,Realistic faculty workloads,,,3,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,3,2,,,Salary raises,Salary compression,Decrease pay gap,,,2,1 - Highest,1 - Highest,1 - Highest,3,1 - Highest,1 - Highest,2,,,Access to mental health,Upgrade office spaces,Family tuition rates,,,1 - Highest,1 - Highest,2,1 - Highest,4,2,2,,,Free grant support resources,Access to indirect costs,Co-create funding methods,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
289,4/15/24 18:57:06,4/15/24 19:10:46,anonymous,,,1 - Highest ,3,4,4,2,1 - Highest ,4,1 - Highest ,,,Realistic faculty workloads,Teaching resources,Course release,,,3,3,2,3,2,2,1 - Highest,4,4,,,Salary compression,Salary raises,Transparent merit process,,,1 - Highest,2,3,3,3,4,4,3,,,Climate for discourse,Leadership training,Access to mental health,,,1 - Highest,3,3,2,3,3,2,,,Free grant support resources,Database of research staff,Co-create funding methods,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
290,4/15/24 19:07:19,4/15/24 19:12:27,anonymous,,,3,2,2,4,2,3,1 - Highest ,1 - Highest ,,,Upgrade technology,Replace student evaluations,Training for mentoring graduate students,,,1 - Highest,1 - Highest,1 - Highest,3,1 - Highest,3,1 - Highest,3,3,,,Salary compression,Salary raises,Salary structure,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,3,3,,,Co-locate faculty,Climate for discourse,Access to mental health,,,1 - Highest,1 - Highest,3,1 - Highest,3,1 - Highest,3,,,Free grant support resources,Access to indirect costs,More research platforms,,,Seattle,,UWS - School of Medicine,,,Professor,,Female,
291,4/15/24 19:06:04,4/15/24 19:14:08,anonymous,,,1 - Highest ,4,2,2,1 - Highest ,3,2,1 - Highest ,,,Realistic faculty workloads,Replace student evaluations,Teaching resources,,,1 - Highest,2,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,3,3,,,Transparent merit process,Salary compression,Decrease pay gap,,,1 - Highest,1 - Highest,2,1 - Highest,2,2,1 - Highest,2,,,Family tuition rates,Leadership training,Climate for discourse,,,1 - Highest,4,4,4,4,2,2,,,Free grant support resources,Update lab equipment,Database of research staff,,,Seattle,,UWS - College of Arts & Sciences,,,Professor,,Prefer not to share,
292,4/15/24 19:16:58,4/15/24 19:26:05,anonymous,,,,,,,,,,,,,,,,,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,1 - Highest,3,2,,,Salary structure,Salary compression,Leadership training ,,,2,3,3,3,3,1 - Highest,1 - Highest,3,,,Family tuition rates,Upgrade office spaces,Climate for discourse,,,1 - Highest,1 - Highest,1 - Highest,1 - Highest,2,2,2,,,Access to indirect costs,,,,,Seattle,,UWS - School of Medicine,,,Professor,,Male,
293,4/15/24 19:25:31,4/15/24 19:29:15,anonymous,,,3,2,3,3,3,3,3,3,,,Upgrade technology,,,,,3,3,2,2,2,3,3,3,3,,,Transparent merit process,,,,,3,3,3,3,3,3,2,3,,,Family tuition rates,,,,,2,2,3,3,3,3,3,,,Access to indirect costs,,,,,Seattle,,UWS - School of Medicine,,,Professor,,Male,
294,4/15/24 19:27:29,4/15/24 19:33:37,anonymous,,,1 - Highest ,2,1 - Highest ,3,1 - Highest ,2,4,1 - Highest ,,,Upgrade technology,Teaching resources,Replace student evaluations,,,1 - Highest,1 - Highest,1 - Highest,3,1 - Highest,3,2,3,2,,,Leadership training ,Change dispute resolution,Transparent merit process,,,1 - Highest,1 - Highest,2,2,2,2,3,2,,,Leadership training,Climate for discourse,Upgrade office spaces,,,1 - Highest,1 - Highest,3,4,3,3,2,,,Access to indirect costs,Free grant support resources,Database of research staff,,,Seattle,,UWS - School of Nursing,,,Associate Professor,,Female,
